NAME_1,NAME_2,NAME_3,yr2014,yr2022,yr2023,eq_mi
Meknès - Tafilalet,Errachidia,NA (Moulay Ali Cherif),32.68375015258789,39.61381149291992,31.082909626119278,NA
Meknès - Tafilalet,Errachidia,NA (Tinejdad),0.7681015729904175,0.8723381161689758,3.8715850925073028,3.8
Meknès - Tafilalet,Ifrane,Azrou,1.4918073415756226,1.8728240728378296,5.706834986403182,3.8
Meknès - Tafilalet,Ifrane,NA (Azrou),3.6858623027801514,6.459646224975586,10.45170740400042,3.4
Meknès - Tafilalet,Ifrane,NA (Ifrane),109.21292114257812,231.16175842285156,201.12963182785933,3.2
Meknès - Tafilalet,Khénifra,El Kbab,0.9406413435935974,1.2946733236312866,4.6639746878598185,3.8
Meknès - Tafilalet,Khénifra,Khenifra,1.1667898893356323,1.6199278831481934,4.943073642881293,3.8
Meknès - Tafilalet,Khénifra,Midelt,0.8236573934555054,1.2825238704681396,4.361406400397017,3.8
Meknès - Tafilalet,Khénifra,NA (Khenifra),159.67047119140625,217.15782165527344,218.48803186416626,3.2
Meknès - Tafilalet,Khénifra,NA (M'Rirt),1.5419108867645264,4.679947853088379,9.62665570865978,3.6
Meknès - Tafilalet,Khénifra,NA (Midelt),134.3172607421875,170.5219268798828,142.5055598894755,NA
Meknès - Tafilalet,Meknès,Ain Orma,2.9019503593444824,3.548360586166382,9.099825143814087,NA
Meknès - Tafilalet,Meknès,Meknes Banl,36.51948165893555,45.76323318481445,50.82716181471541,NA
Meknès - Tafilalet,Meknès,NA (Al Ismailia),181.6890869140625,178.3673858642578,173.05092748006186,NA
Meknès - Tafilalet,Meknès,NA (Al Machouar Stina),82.1401138305664,81.37913513183594,96.20692920684814,NA
Meknès - Tafilalet,Meknès,NA (Boufakrane),5.690589427947998,12.937864303588867,22.95082166459825,NA
Meknès - Tafilalet,Meknès,NA (Hamrya),177.48361206054688,171.91517639160156,181.64351351120894,NA
Meknès - Tafilalet,Meknès,NA (Maknassat Azzaytoun),476.2496643066406,424.39923095703125,428.0732440370502,NA
Meknès - Tafilalet,Meknès,NA (Moulay Idriss Zerhoun),66.14857482910156,61.66115188598633,64.10369383205067,NA
Meknès - Tafilalet,Meknès,NA (Ouislane),88.7606201171875,106.88063049316406,112.51833945512772,NA
Meknès - Tafilalet,Meknès,NA (Toulal),21.044755935668945,21.8701114654541,30.83211887904576,NA
Meknès - Tafilalet,Meknès,Zerhoun,1.3325879573822021,1.6120611429214478,6.393713900021145,NA
Oriental,Berkane Taourirt,Ahfir,12.547451972961426,15.916138648986816,18.221350038752835,NA
Oriental,Berkane Taourirt,Aklim,8.691363334655762,10.10683822631836,12.928912489754813,NA
Oriental,Berkane Taourirt,El Aioun,1.493844985961914,1.994957685470581,5.479446613126331,NA
Oriental,Berkane Taourirt,NA (Ahfir),86.614593505859375,88.080902099609375,98.92185719807942,NA
Oriental,Berkane Taourirt,NA (Ain Erreggada),68.55345916748047,86.55323028564453,85.22092315128872,NA
Oriental,Berkane Taourirt,NA (Aklim),6.256207466125488,4.880753993988037,9.084933150898326,NA
Oriental,Berkane Taourirt,NA (Berkane),136.1875457763672,277.1487731933594,355.641980927566,NA
Oriental,Berkane Taourirt,NA (El Aioun Sidi Mellouk),8.370600700378418,14.676383018493652,20.182310231526692,NA
Oriental,Berkane Taourirt,NA (Saidia),466.3932800292969,395.5755920410156,324.2695810317993,NA
Oriental,Berkane Taourirt,NA (Sidi Slimane Echcherraa),4.145182132720947,4.314091205596924,8.650554057090513,NA
Oriental,Berkane Taourirt,NA (Taourirt),559.6514892578125,552.9412841796875,534.4606342930948,NA
Oriental,Berkane Taourirt,Taourirt,2.6602914333343506,2.893965005874634,6.478898485501608,NA
Oriental,Figuig,Bni Tadjite,0.12685589492321014,0.1488526612520218,3.3475792983899244,NA
Oriental,Figuig,Figuig,0.04406163841485977,0.05779341608285904,3.2868887193893133,NA
Oriental,Figuig,NA (Bouarfa),21.88508415222168,27.30504608154297,27.48553678393364,NA
Oriental,Figuig,NA (Figuig),7.219738960266113,7.717146396636963,10.696953212061235,NA
Oriental,Jerada,Ain Bni Mat,0.4332699179649353,0.4185923635959625,3.3421138640907078,NA
Oriental,Jerada,Debdou,0.052536312490701675,0.12405919283628464,3.377260273171438,NA
Oriental,Jerada,Jerada Banl,1.4197615385055542,1.8880538940429688,5.3746957745816974,NA
Oriental,Jerada,NA (Ain Bni Mathar),0,0,3.5486716066524515,NA
Oriental,Jerada,NA (Debdou),31.856508255004883,29.789196014404297,36.19285591910867,NA
Oriental,Jerada,NA (Jrada),186.5525360107422,202.06532287597656,216.7238026280557,NA
Oriental,Jerada,NA (Touissit),0,0.26291587948799133,4.854793909002963,NA
Oriental,Nador,Driouch,9.267181396484375,10.051414489746094,12.072275651467812,NA
Oriental,Nador,Guelaia,34.41096115112305,40.77846908569336,38.948263035880196,NA
Oriental,Nador,Louta,2.5662500858306885,3.0386099815368652,6.809911731216642,NA
Oriental,Nador,NA (Al Aaroui),43.3288459777832,81.31768035888672,92.71592835224035,NA
Oriental,Nador,NA (Bni Ansar),170.0271759033203,161.1487274169922,138.13349325006658,NA
Oriental,Nador,NA (Nador),216.4267578125,287.0345458984375,263.7531730897965,NA
Oriental,Nador,NA (Zaio),38.0328369140625,55.8051643371582,53.619291334441215,NA
Oriental,Nador,NA (Zeghanghane),198.30441284179688,181.61785888671875,189.6002177576865,NA
Oriental,Nador,Rif,7.922887325286865,9.26626205444336,14.380033806392124,NA
Oriental,Oujda Angad,NA (Bni Drar),3.7865047454833984,6.950422286987305,8.535216751598544,NA
Oriental,Oujda Angad,NA (Neima),0.05719362944364548,0.17590761184692383,4.479502726947108,NA
Oriental,Oujda Angad,NA (Ouad Ennachef Sidi Maafa),394.4758605957031,373.6959228515625,350.11966145038605,NA
Oriental,Oujda Angad,NA (Oujda Sidi Ziane),243.5584716796875,296.50152587890625,309.23669319152833,NA
Oriental,Oujda Angad,NA (Sidi Driss El Qadi),319.9611511230469,287.5901184082031,300.6260462443034,NA
Oriental,Oujda Angad,NA (Sidi Yahya),9.412233352661133,16.55994987487793,26.8649871431548,NA
Oriental,Oujda Angad,Oujda Banli,8.810513496398926,9.846353530883789,13.206699721953449,NA
Rabat - Salé - Zemmour - Zaer,Khémisset,Khemisset,3.73325777053833,4.685359477996826,8.711827803302455,3.8
Rabat - Salé - Zemmour - Zaer,Khémisset,NA (Khemisset),20.147716522216797,32.42123794555664,50.17609327489679,NA
Rabat - Salé - Zemmour - Zaer,Khémisset,NA (Rommani),0,0.43092864751815796,5.546714314005592,4
Rabat - Salé - Zemmour - Zaer,Khémisset,NA (Tiflet),73.27685546875,177.13478088378906,178.1424515587943,NA
Rabat - Salé - Zemmour - Zaer,Khémisset,Oulmes,0.692969024181366,1.375933289527893,4.572524359351711,4
Rabat - Salé - Zemmour - Zaer,Khémisset,Rommani,0.540340781211853,0.8542496562004089,5.000710835582332,4.2
Rabat - Salé - Zemmour - Zaer,Khémisset,Tiflet,3.2024295330047607,9.1724271774292,18.86004679846136,NA
Rabat - Salé - Zemmour - Zaer,Rabat,NA (Agdal Riyad),630.266357421875,1366.4825439453125,1285.3885940025593,NA
Rabat - Salé - Zemmour - Zaer,Rabat,NA (El Youssoufia),181.94505310058594,310.50421142578125,338.63541695731027,NA
Rabat - Salé - Zemmour - Zaer,Rabat,NA (Rabat Hassan),563.73858642578125,1345.5076904296875,1267.1378279061153,NA
Rabat - Salé - Zemmour - Zaer,Rabat,NA (Touarga),283.02667236328125,590.7142333984375,688.2864538122107,NA
Rabat - Salé - Zemmour - Zaer,Rabat,NA (Yacoub El Mansour),572.38641357421875,1145.0848388671875,1108.7092710552793,NA
Rabat - Salé - Zemmour - Zaer,Salé,NA (Hssaine),139.8278350830078,215.2513885498047,239.7766571044922,NA
Rabat - Salé - Zemmour - Zaer,Salé,NA (Sale Bab Lamrissa),500.7335510253906,558.4503173828125,584.3550962250808,NA
Rabat - Salé - Zemmour - Zaer,Salé,NA (Sale Bettana),321.0123291015625,454.90582275390625,502.5972005909887,NA
Rabat - Salé - Zemmour - Zaer,Salé,NA (Sale Laayayda),88.08903503417969,152.95045471191406,171.98333006194144,NA
Rabat - Salé - Zemmour - Zaer,Salé,NA (Sale Tabriquet),637.79608154296875,616.831298828125,623.75403376988,NA
Rabat - Salé - Zemmour - Zaer,Salé,Sale Banlie,5.3866496086120605,10.975557327270508,22.425464282164704,NA
Rabat - Salé - Zemmour - Zaer,Skhirate-Témara,Ain El Aoud,10.073746681213379,20.158981323242188,30.088973572379665,4.2
Rabat - Salé - Zemmour - Zaer,Skhirate-Témara,NA (Ain El Aouda),111.09916687011719,257.9497985839844,280.15867106119794,NA
Rabat - Salé - Zemmour - Zaer,Skhirate-Témara,NA (Harhoura),235.45176696777344,435.46112060546875,468.99200773239136,NA
Rabat - Salé - Zemmour - Zaer,Skhirate-Témara,NA (Skhirate),92.84752655029297,140.36871337890625,141.7742733001709,NA
Rabat - Salé - Zemmour - Zaer,Skhirate-Témara,NA (Temara),411.02716064453125,498.282958984375,598.780478737571,NA
Rabat - Salé - Zemmour - Zaer,Skhirate-Témara,Temara,78.54296875,135.0379180908203,149.80800216262406,NA
Souss - Massa - Draâ,Agadir-Ida ou Tanane,Agadir Banl,4.568491458892822,7.850614547729492,11.3691278507835,5.8
Souss - Massa - Draâ,Agadir-Ida ou Tanane,NA (Agadir),517.4879150390625,529.64312744140625,558.4610669535975,5.4
Souss - Massa - Draâ,Agadir-Ida ou Tanane,NA (Anza),224.4571533203125,234.53192138671875,251.38185574931484,4.8
Souss - Massa - Draâ,Agadir-Ida ou Tanane,NA (Bensergao),286.1661071777344,301.0791320800781,311.7760643005371,5.8
Souss - Massa - Draâ,Agadir-Ida ou Tanane,NA (Tikouine),204.7488555908203,306.7707214355469,290.872047687399,5.4
Souss - Massa - Draâ,Chtouka-Aït Baha,Ait Baha,0.24752923846244812,0.3624247610569,3.9544713356428676,5
Souss - Massa - Draâ,Chtouka-Aït Baha,Belfaa Mass,2.5476365089416504,4.770663738250732,10.092673095496925,5.4
Souss - Massa - Draâ,Chtouka-Aït Baha,Biougra,8.163764953613281,11.81518268585205,15.340016661463556,6
Souss - Massa - Draâ,Chtouka-Aït Baha,NA (Ait Baha),16.134328842163086,25.41546058654785,25.054148882627487,4.6
Souss - Massa - Draâ,Chtouka-Aït Baha,NA (Biougra),81.18721771240234,113.95954132080078,91.59049380909313,5.4
Souss - Massa - Draâ,Inezgane-Aït Melloul,Ait Melloul,26.593093872070312,35.47220230102539,38.96881654527452,5.8
Souss - Massa - Draâ,Inezgane-Aït Melloul,NA (Ait Melloul),195.40689086914062,218.59161376953125,191.37856809554563,5.6
Souss - Massa - Draâ,Inezgane-Aït Melloul,NA (Dcheira El Jihadia),468.94183349609375,617.1597900390625,601.6066223144531,5.8
Souss - Massa - Draâ,Inezgane-Aït Melloul,NA (Inezgane),324.3556213378906,403.4271240234375,395.70277252197263,5.8
Souss - Massa - Draâ,Ouarzazate,Amerzgane,0.16275785863399506,0.27800697088241577,3.2545102464186177,6.4
Souss - Massa - Draâ,Ouarzazate,Boumalne Da,0.7392635345458984,1.0497007369995117,4.341779511225851,4.6
Souss - Massa - Draâ,Ouarzazate,NA (Boumalne Dades),0.42624467611312866,0.1243213638663292,4.946819520765735,4.4
Souss - Massa - Draâ,Ouarzazate,NA (Kalaat M'Gouna),5.877230644226074,2.369147777557373,5.11887587270429,4.4
Souss - Massa - Draâ,Ouarzazate,NA (Ouarzazate),7.389805793762207,9.444931983947754,15.99125087633729,6
Souss - Massa - Draâ,Ouarzazate,NA (Taznakht),0.8617991805076599,2.2696828842163086,5.782515863577525,4.8
Souss - Massa - Draâ,Ouarzazate,NA (Tinghir),0,0.004234363790601492,4.769751443926777,4
Souss - Massa - Draâ,Ouarzazate,Ouarzazate,1.276250958442688,1.3293970823287964,4.275546969594182,6.2
Souss - Massa - Draâ,Ouarzazate,Zagora,0.05984245613217354,0.0762953907251358,3.157244712114334,5
Souss - Massa - Draâ,Taroudannt,Igherm,0.009634644724428654,0.01728910021483898,3.280633388741596,5.4
Souss - Massa - Draâ,Taroudannt,NA (Ait Iaaza),36.371673583984375,38.456748962402344,45.991184985998906,6.6
Souss - Massa - Draâ,Taroudannt,NA (El Guerdane),28.306692123413086,47.07027053833008,46.17696848511696,5.4
Souss - Massa - Draâ,Taroudannt,NA (Igherm),3.7778966426849365,5.342947006225586,9.631614208221436,5
Souss - Massa - Draâ,Taroudannt,NA (Oulad Berhil),20.809600830078125,22.482025146484375,30.927731458346052,6.6
Souss - Massa - Draâ,Taroudannt,NA (Oulad Teima),122.48971557617188,138.01141357421875,198.1921704899181,5.6
Souss - Massa - Draâ,Taroudannt,NA (Taliouine),6.327221393585205,5.55790376663208,8.647556595504284,5.2
Souss - Massa - Draâ,Taroudannt,NA (Taroudannt),113.8768539428711,106.14060974121094,102.75367119908333,6
Souss - Massa - Draâ,Taroudannt,Oulad Berhi,0.33458468317985535,0.3537289798259735,3.9388266511865564,7.8
Souss - Massa - Draâ,Taroudannt,Oulad Teima,1.6968985795974731,2.4804561138153076,6.73817305951505,6.6
Souss - Massa - Draâ,Taroudannt,Taliouine,0.00896152388304472,0.04589306563138962,3.206439964865383,7.4
Souss - Massa - Draâ,Taroudannt,Taroudannt,1.127949833869934,1.3763726949691772,5.523766610357496,6.6
Souss - Massa - Draâ,Tiznit,Anezi,0.15629540383815765,0.2229480743408203,5.035707683939682,4.4
Souss - Massa - Draâ,Tiznit,Ifni,0.4214302897453308,0.5744109749794006,5.271183989549938,3.8
Souss - Massa - Draâ,Tiznit,Lakhsas,0.08671768754720688,0.1319625973701477,3.797510958031604,4.2
Souss - Massa - Draâ,Tiznit,NA (Lakhsas),13.16556167602539,13.699812889099121,19.69088028416489,3.8
Souss - Massa - Draâ,Tiznit,NA (Sidi Ifni),35.74384689331055,39.4948844909668,40.26083012188182,3.8
Souss - Massa - Draâ,Tiznit,NA (Tafraout),33.89564514160156,26.762683868408203,27.336480299631756,4
Souss - Massa - Draâ,Tiznit,NA (Tiznit),59.66020965576172,87.2006607055664,85.79339629581996,4.4
Souss - Massa - Draâ,Tiznit,Tafraout,0.09300877153873444,0.163495734333992,3.5257095255785518,4.2
Souss - Massa - Draâ,Tiznit,Tiznit,0.3836471736431122,0.5700793862342834,5.0968680130807975,5
Souss - Massa - Draâ,Zagora,NA (Agdz),1.3743021488189697,1.253712773323059,4.186874949932099,4.4
Souss - Massa - Draâ,Zagora,NA (Zagora),26.369117736816406,28.450124740600586,28.729797811219186,4.8
Souss - Massa - Draâ,Zagora,Zagora,0.2618211805820465,0.07837600260972977,3.2880457598302097,4.2
Tadla - Azilal,Azilal,Azilal,0.167583167552948,0.25060680508613586,3.565091153813733,4.6
Tadla - Azilal,Azilal,Bzou,1.8032854795455933,2.415773868560791,6.378625316752328,5.4
Tadla - Azilal,Azilal,Demnate,0.8791094422340393,1.248336672782898,4.774004754092958,6.4
Tadla - Azilal,Azilal,NA (Azilal),130.4376983642578,166.5810546875,145.42807733601538,4.6
Tadla - Azilal,Azilal,NA (Demnate),0.15301157534122467,2.005520820617676,7.0313050006998,4.8
Tadla - Azilal,Azilal,Ouaouizaght,1.2203470468521118,1.4720417261123657,5.02356628791706,4.4
Tadla - Azilal,Béni Mellal,Beni Mellal,27.565902709960938,42.732177734375,40.4984267779759,4.6
Tadla - Azilal,Béni Mellal,Bni Moussa,8.669687271118164,8.099609375,12.271214833130708,5
Tadla - Azilal,Béni Mellal,El Ksiba,0.8078921437263489,1.4823015928268433,5.050658258231911,4.4
Tadla - Azilal,Béni Mellal,Fquih Ben S,9.161832809448242,14.178610801696777,16.931275870348955,4.6
Tadla - Azilal,Béni Mellal,Kasba Tadla,4.476537227630615,6.78277587890625,10.613539051365208,4.4
Tadla - Azilal,Béni Mellal,NA (Beni Mellal),497.57183837890625,510.61236572265625,438.562150626347,4.6
Tadla - Azilal,Béni Mellal,NA (El Ksiba),6.980855941772461,18.226110458374023,16.758635009036343,4.2
Tadla - Azilal,Béni Mellal,NA (Fquih Ben Salah),15.38229751586914,30.568849563598633,35.17997431755066,4.2
Tadla - Azilal,Béni Mellal,NA (Kasba Tadla),248.4102325439453,378.5979309082031,327.02479706491744,4.2
Tadla - Azilal,Béni Mellal,NA (Oulad Ayad),12.539043426513672,7.56275749206543,12.754773139953613,4.4
Tadla - Azilal,Béni Mellal,NA (Souk Sebt Oulad Nemma),19.091367721557617,17.745494842529297,32.85206906548862,4
Tadla - Azilal,Béni Mellal,NA (Zaouiat Cheikh),26.934616088867188,27.93811798095703,23.499683481805466,4
Tanger - Tétouan,Chefchaouen,Bab Berred,0.49774524569511414,1.6758708953857422,5.7363860164369855,NA
Tanger - Tétouan,Chefchaouen,Bab Taza,1.3304675817489624,2.577960729598999,6.61181667044356,NA
Tanger - Tétouan,Chefchaouen,Bou Ahmed,0.4835338592529297,2.162480354309082,6.168845540947384,NA
Tanger - Tétouan,Chefchaouen,Moqrissat,0.32496488094329834,0.39480817317962646,4.59159368747159,NA
Tanger - Tétouan,Chefchaouen,NA (Chefchaouene),195.9700927734375,156.71788024902344,170.2290666175611,NA
Tanger - Tétouan,Fahs Anjra,Fahs,21.837684631347656,55.9821662902832,67.16830434025945,NA
Tanger - Tétouan,Fahs Anjra,NA (Bni Makada),660.94500732421875,941.84161376953125,874.2580860279224,NA
Tanger - Tétouan,Larache,Ksar El Keb,4.6526336669921875,5.773101329803467,9.804175414537129,NA
Tanger - Tétouan,Larache,Larache,1.2611663341522217,2.2149171829223633,6.6868670676883895,NA
Tanger - Tétouan,Larache,NA (Ksar El Kebir),94.17048645019531,197.79232788085938,166.2915952205658,NA
Tanger - Tétouan,Larache,NA (Larache),237.56785583496094,276.4323425292969,256.66994076806145,NA
Tanger - Tétouan,Tanger-Assilah,Assilah,2.024543523788452,3.23323392868042,9.376653420297723,NA
Tanger - Tétouan,Tanger-Assilah,Boukhalef,66.99676513671875,140.8889923095703,116.25658409901568,NA
Tanger - Tétouan,Tanger-Assilah,NA (Assilah),114.00659942626953,123.14828491210938,114.65259663263956,NA
Tanger - Tétouan,Tanger-Assilah,NA (Charf),635.973876953125,1070.7880859375,864.4621430502998,NA
Tanger - Tétouan,Tanger-Assilah,NA (Tanger),258.27081298828125,437.570068359375,380.178852054051,NA
Tanger - Tétouan,Tétouan,Jebala,12.382822036743164,19.849294662475586,26.22022917396144,NA
Tanger - Tétouan,Tétouan,NA (Fnidq),299.0445251464844,261.0024719238281,181.993857482384,NA
Tanger - Tétouan,Tétouan,NA (M'Diq),170.36061096191406,147.84071350097656,141.07621023390027,NA
Tanger - Tétouan,Tétouan,NA (Martil),408.3902587890625,386.9693908691406,350.29885330200193,NA
Tanger - Tétouan,Tétouan,NA (Ouad Laou),95.35450744628906,84.55686950683594,58.076350064838635,NA
Tanger - Tétouan,Tétouan,NA (Tetouan Al Azhar),495.6853332519531,389.0244445800781,295.51968002319336,NA
Tanger - Tétouan,Tétouan,NA (Tetouan Sidi Al Mandri),352.0209655761719,335.5103454589844,278.2347191704644,NA
Tanger - Tétouan,Tétouan,Tetouan,2.823596477508545,4.571174621582031,8.335770123883297,NA
Taza - Al Hoceima - Taounate,Al Hoceïma,Bni Boufrah,0.4396953284740448,1.7395925521850586,4.9725630704094375,NA
Taza - Al Hoceima - Taounate,Al Hoceïma,Bni Ouriagh,4.840967178344727,10.584880828857422,15.295732849353069,NA
Taza - Al Hoceima - Taounate,Al Hoceïma,NA (Al Hoceima),364.0616455078125,507.1685791015625,466.4379198628087,NA
Taza - Al Hoceima - Taounate,Al Hoceïma,NA (Bni Bouayach),31.53660011291504,94.13421630859375,66.1740505695343,NA
Taza - Al Hoceima - Taounate,Al Hoceïma,NA (Imzouren),197.76170349121094,265.2311706542969,230.77106529474258,NA
Taza - Al Hoceima - Taounate,Al Hoceïma,NA (Targuist),135.66246032714844,195.68441772460938,166.16455730315178,NA
Taza - Al Hoceima - Taounate,Al Hoceïma,Targuist,0.683531641960144,1.2886816263198853,5.241171711021,NA
Taza - Al Hoceima - Taounate,Taounate,Ghafsai,1.6681411266326904,1.5867365598678589,5.79394427708217,NA
Taza - Al Hoceima - Taounate,Taounate,Kariat Ba M,1.5694231986999512,2.301121711730957,6.276783512698279,NA
Taza - Al Hoceima - Taounate,Taounate,NA (Ghafsai),23.638652801513672,31.136764526367188,28.94729182124138,NA
Taza - Al Hoceima - Taounate,Taounate,NA (Kariat Ba Mohamed),1.7810527086257935,4.903468132019043,9.436731403524226,NA
Taza - Al Hoceima - Taounate,Taounate,NA (Taouante),53.77544403076172,65.8309097290039,64.2156692273689,NA
Taza - Al Hoceima - Taounate,Taounate,NA (Thar Essouk),0.12949825823307037,0.7388656139373779,5.028627319370999,NA
Taza - Al Hoceima - Taounate,Taounate,NA (Tissa),16.059537887573242,29.64362144470215,28.84699991977576,NA
Taza - Al Hoceima - Taounate,Taounate,Taounate,1.9918212890625,2.9235832691192627,7.179649990958136,NA
Taza - Al Hoceima - Taounate,Taounate,Tissa,0.9415584206581116,1.7483484745025635,6.04727198349105,NA
Taza - Al Hoceima - Taounate,Taza,Aknoul,1.4862920045852661,1.8848185539245605,5.2153591304212,NA
Taza - Al Hoceima - Taounate,Taza,Guercif,0.4819682240486145,0.8343596458435059,4.081271139351097,NA
Taza - Al Hoceima - Taounate,Taza,NA (Aknoul),3.9248709678649902,9.006572723388672,13.325846542011607,NA
Taza - Al Hoceima - Taounate,Taza,NA (Guercif),221.4733428955078,314.4584045410156,266.91454225427964,NA
Taza - Al Hoceima - Taounate,Taza,NA (Ouad Amlil),19.057849884033203,17.504987716674805,21.571176227401285,NA
Taza - Al Hoceima - Taounate,Taza,NA (Tahla),24.415573120117188,58.34530258178711,53.03982025034287,NA
Taza - Al Hoceima - Taounate,Taza,NA (Taza Al Oulia),204.30079650878906,212.53759765625,201.48734390034394,NA
Taza - Al Hoceima - Taounate,Taza,NA (Taza El Jadida),387.3259582519531,343.7367858886719,348.97987270355225,NA
Taza - Al Hoceima - Taounate,Taza,Ouad Amlil,2.313758611679077,3.0433404445648193,6.956248470254847,NA
Taza - Al Hoceima - Taounate,Taza,Tahla,0.5564913749694824,1.0753556489944458,4.7509383045964775,NA
Taza - Al Hoceima - Taounate,Taza,Tainaste,0.1347639262676239,0.3828642964363098,3.9562905174162655,NA
Taza - Al Hoceima - Taounate,Taza,Taza,1.814624309539795,3.022927761077881,7.559463123480478,NA
